,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_scored
4799,Cat,2,Tabby,Female,Brown,Cream,Medium,Medium,No,No,Healthy,100,2,Yes,Yes
4800,Dog,4,Mixed Breed,Male,Cream,White,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
4801,Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
4802,Cat,2,Turkish Van,Male,White,No Color,Small,Short,No,No,Healthy,50,2,No,Yes
4803,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,No,Healthy,0,6,Yes,Yes
4804,Dog,4,Terrier,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes,Yes
4805,Dog,2,Mixed Breed,Female,Brown,No Color,Large,Medium,Yes,No,Healthy,0,11,Yes,Yes
4806,Cat,24,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
4807,Cat,12,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,No
4808,Dog,1,Labrador Retriever,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
4809,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,20,1,Yes,Yes
4810,Cat,10,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,1,No,No
4811,Cat,1,Domestic Long Hair,Female,Black,White,Medium,Long,Yes,No,Healthy,0,10,Yes,Yes
4812,Cat,3,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,0,2,No,Yes
4813,Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,4,No,Yes
4814,Cat,3,Domestic Short Hair,Female,Golden,Yellow,Medium,Short,No,No,Healthy,10,5,Yes,Yes
4815,Cat,1,Domestic Medium Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,11,Yes,Yes
4816,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,20,1,Yes,Yes
4817,Dog,2,Mixed Breed,Male,Black,Brown,Small,Medium,Yes,No,Healthy,0,5,Yes,Yes
4818,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,6,Yes,Yes
4819,Dog,9,Mixed Breed,Female,Cream,No Color,Medium,Short,No,Yes,Healthy,0,4,Yes,Yes
4820,Dog,24,Mixed Breed,Male,Golden,Yellow,Small,Short,Not Sure,No,Healthy,0,5,Yes,Yes
4821,Cat,10,Domestic Medium Hair,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
4822,Dog,1,Basenji,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
4823,Cat,18,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,3,Yes,Yes
4824,Cat,20,Maine Coon,Male,Black,Gray,Large,Medium,No,Yes,Healthy,10,2,Yes,Yes
4825,Cat,3,Persian,Male,Gray,No Color,Medium,Medium,Yes,No,Healthy,700,6,Yes,Yes
4826,Cat,6,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,Yes,Healthy,0,5,Yes,Yes
4827,Cat,14,Persian,Female,Gray,No Color,Medium,Medium,Yes,No,Healthy,0,9,Yes,Yes
4828,Dog,2,Golden Retriever,Female,Yellow,No Color,Medium,Medium,No,Yes,Healthy,150,5,Yes,Yes
4829,Cat,2,Domestic Medium Hair,Male,Brown,Gray,Large,Medium,No,No,Healthy,0,5,Yes,Yes
4830,Cat,16,Domestic Short Hair,Male,Black,Brown,Large,Medium,Yes,No,Healthy,0,11,Yes,Yes
4831,Cat,24,Domestic Long Hair,Female,Black,Yellow,Medium,Long,Yes,No,Healthy,0,5,Yes,Yes
4832,Cat,12,Domestic Medium Hair,Male,White,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
4833,Dog,2,Rottweiler,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,2,Yes,Yes
4834,Dog,5,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,2,Yes,Yes
4835,Dog,4,Mixed Breed,Female,White,No Color,Small,Short,No,No,Healthy,20,1,No,Yes
4836,Dog,1,Mixed Breed,Male,Black,Golden,Medium,Short,Yes,No,Healthy,0,6,Yes,Yes
4837,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
4838,Dog,24,Mixed Breed,Female,Cream,No Color,Medium,Long,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
4839,Dog,24,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes,No
4840,Dog,3,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
4841,Cat,4,Domestic Short Hair,Female,Black,Golden,Small,Short,No,No,Healthy,0,5,No,Yes
4842,Cat,12,Domestic Short Hair,Female,Black,No Color,Small,Short,Yes,Yes,Healthy,100,3,No,No
4843,Dog,4,Mixed Breed,Male,Cream,White,Large,Short,Yes,No,Healthy,0,21,Yes,Yes
4844,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
4845,Cat,4,Domestic Short Hair,Male,Gray,No Color,Medium,Short,No,No,Healthy,0,5,No,Yes
4846,Cat,1,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,Yes,Yes
4847,Cat,1,Oriental Short Hair,Male,Cream,No Color,Small,Short,No,No,Healthy,0,1,No,Yes
4848,Dog,6,Mixed Breed,Female,Brown,Yellow,Medium,Medium,Yes,No,Healthy,0,3,No,No
4849,Cat,2,Domestic Short Hair,Male,Gray,White,Large,Short,No,No,Healthy,0,5,Yes,Yes
4850,Cat,2,Domestic Short Hair,Female,Black,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
4851,Dog,1,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
4852,Dog,2,Black Labrador Retriever,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
4853,Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,10,Yes,Yes
4854,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
4855,Cat,24,Domestic Short Hair,Female,Black,Cream,Medium,Short,No,Yes,Healthy,50,2,Yes,No
4856,Dog,8,Mixed Breed,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,5,No,No
4857,Dog,36,Mixed Breed,Male,Brown,No Color,Large,Short,No,No,Serious Injury,0,2,No,No
4858,Cat,3,Somali,Male,Black,Brown,Large,Medium,No,No,Healthy,0,4,No,No
4859,Cat,2,Domestic Short Hair,Male,Brown,No Color,Small,Short,No,No,Healthy,0,5,Yes,Yes
4860,Cat,4,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,6,Yes,Yes
4861,Dog,84,Mixed Breed,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,0,6,No,No
4862,Cat,2,Domestic Medium Hair,Female,Black,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
4863,Dog,60,Mixed Breed,Female,Black,Brown,Large,Short,Yes,Yes,Healthy,0,5,Yes,No
4864,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
4865,Cat,5,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
4866,Dog,42,Poodle,Male,Cream,No Color,Small,Medium,Yes,Yes,Healthy,200,3,Yes,Yes
4867,Cat,5,Domestic Short Hair,Female,Brown,Gray,Small,Short,Yes,Yes,Healthy,70,5,Yes,Yes
4868,Cat,84,Domestic Short Hair,Male,Black,Brown,Large,Short,No,Yes,Minor Injury,200,11,No,No
4869,Dog,72,Mixed Breed,Female,Yellow,Cream,Medium,Medium,Yes,Yes,Healthy,0,9,Yes,Yes
4870,Cat,1,Domestic Short Hair,Female,Black,Cream,Medium,Medium,Yes,No,Minor Injury,0,4,Yes,Yes
4871,Dog,48,Rottweiler,Male,Black,Brown,Large,Short,Yes,Not Sure,Healthy,0,6,Yes,Yes
4872,Cat,18,Domestic Medium Hair,Male,Gray,White,Large,Medium,No,Yes,Healthy,0,9,Yes,Yes
4873,Cat,3,Domestic Medium Hair,Male,Cream,Gray,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
4874,Cat,5,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
4875,Cat,6,Domestic Short Hair,Female,Cream,Gray,Medium,Short,Yes,No,Healthy,50,3,No,Yes
4876,Cat,24,Domestic Medium Hair,Female,White,No Color,Medium,Medium,No,Not Sure,Healthy,0,1,No,No
4877,Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,80,2,Yes,Yes
4878,Cat,5,Domestic Short Hair,Female,Golden,No Color,Medium,Short,No,Not Sure,Healthy,0,3,Yes,Yes
4879,Dog,48,Maltese,Male,White,No Color,Small,Medium,Yes,Not Sure,Minor Injury,100,1,No,Yes
4880,Cat,4,Tabby,Female,Black,Brown,Small,Medium,No,No,Healthy,0,4,No,Yes
4881,Dog,9,Mixed Breed,Female,Black,Brown,Large,Short,Yes,Yes,Healthy,200,3,No,Yes
4882,Cat,4,Domestic Long Hair,Female,Black,No Color,Large,Long,No,No,Healthy,100,4,Yes,Yes
4883,Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
4884,Cat,1,American Shorthair,Female,Black,Brown,Small,Short,No,No,Minor Injury,0,4,Yes,Yes
4885,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,6,Yes,Yes
4886,Cat,3,Domestic Medium Hair,Male,Black,No Color,Small,Medium,No,No,Healthy,0,2,Yes,Yes
4887,Cat,0,American Shorthair,Female,Black,Cream,Small,Short,No,No,Healthy,0,4,No,Yes
4888,Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,5,No,Yes
4889,Dog,4,Mixed Breed,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,Yes,No
4890,Cat,4,Tabby,Male,Brown,Cream,Medium,Long,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
4891,Cat,73,Persian,Female,Brown,Cream,Medium,Long,Yes,Yes,Healthy,400,3,Yes,Yes
4892,Cat,7,Siamese,Male,White,No Color,Large,Medium,No,Not Sure,Healthy,0,1,No,Yes
4893,Cat,29,Domestic Short Hair,Female,Black,White,Medium,Short,Not Sure,Yes,Minor Injury,0,1,No,No
4894,Cat,12,Domestic Short Hair,Female,Brown,White,Small,Short,No,Yes,Healthy,0,7,No,Yes
4895,Dog,24,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,2,No,No
4896,Dog,24,Border Collie,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
4897,Dog,5,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
4898,Cat,1,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,4,Yes,Yes
4899,Dog,3,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
4900,Dog,36,Miniature Pinscher,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
4901,Dog,1,Mixed Breed,Female,Brown,No Color,Small,Short,No,No,Healthy,0,2,Yes,Yes
4902,Cat,7,Domestic Short Hair,Female,Black,White,Medium,Short,Not Sure,No,Healthy,0,3,Yes,Yes
4903,Cat,4,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
4904,Cat,7,Siamese,Male,Golden,No Color,Medium,Short,Yes,Not Sure,Healthy,0,0,No,No
4905,Dog,7,Dachshund,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
4906,Cat,1,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,3,No,Yes
4907,Cat,1,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,7,Yes,Yes
4908,Cat,5,Domestic Short Hair,Female,Brown,Golden,Small,Short,No,No,Healthy,0,3,Yes,Yes
4909,Cat,2,Burmese,Female,Gray,White,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
4910,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,7,Yes,Yes
4911,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,50,4,No,Yes
4912,Dog,8,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,9,No,Yes
4913,Dog,24,Schnauzer,Female,Gray,White,Small,Medium,Yes,No,Healthy,150,4,Yes,Yes
4914,Cat,5,Tabby,Male,Golden,White,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
4915,Dog,24,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,5,Yes,No
4916,Cat,18,Abyssinian,Female,Brown,Golden,Medium,Short,No,Yes,Healthy,0,2,Yes,Yes
4917,Cat,3,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,5,Yes,Yes
4918,Cat,1,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,3,Yes,Yes
4919,Cat,1,Domestic Long Hair,Female,Black,Golden,Medium,Medium,No,No,Healthy,50,5,Yes,Yes
4920,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,4,Yes,Yes
4921,Dog,1,Terrier,Female,Black,Cream,Medium,Medium,Yes,No,Healthy,200,8,Yes,Yes
4922,Cat,28,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,7,Yes,Yes
4923,Cat,48,Domestic Medium Hair,Female,Black,Golden,Large,Medium,No,No,Healthy,0,1,Yes,Yes
4924,Dog,3,Mixed Breed,Female,Black,Brown,Small,Medium,No,No,Healthy,0,2,No,Yes
4925,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes,Yes
4926,Cat,3,Domestic Long Hair,Male,Black,Gray,Large,Long,No,No,Healthy,50,2,Yes,Yes
4927,Cat,5,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
4928,Cat,8,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,20,2,No,Yes
4929,Cat,6,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
4930,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
4931,Dog,2,Labrador Retriever,Female,Black,Golden,Large,Short,No,No,Healthy,0,7,Yes,Yes
4932,Cat,12,Domestic Long Hair,Female,Gray,White,Medium,Long,Not Sure,No,Healthy,0,4,Yes,Yes
4933,Dog,3,Irish Setter,Male,Black,White,Medium,Long,No,No,Healthy,300,4,No,Yes
4934,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes,Yes
4935,Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
4936,Cat,24,Tabby,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,1,No,Yes
4937,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes,Yes
4938,Dog,24,Labrador Retriever,Male,Yellow,No Color,Large,Short,Not Sure,Yes,Minor Injury,0,2,Yes,Yes
4939,Cat,7,Domestic Long Hair,Female,Brown,No Color,Large,Long,No,No,Healthy,15,2,Yes,Yes
4940,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
4941,Dog,24,German Shepherd Dog,Female,Black,Brown,Large,Medium,Yes,Yes,Healthy,500,5,Yes,Yes
4942,Cat,1,Domestic Short Hair,Male,Brown,No Color,Large,Short,No,No,Healthy,0,4,Yes,Yes
4943,Cat,0,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,5,Yes,Yes
4944,Cat,1,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,1,No,Yes
4945,Dog,3,Weimaraner,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,No,Yes
4946,Dog,2,English Springer Spaniel,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,4,Yes,Yes
4947,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes,Yes
4948,Dog,48,Poodle,Female,Brown,No Color,Small,Medium,Not Sure,Yes,Healthy,300,3,Yes,Yes
4949,Cat,3,Domestic Medium Hair,Male,Gray,White,Medium,Medium,No,No,Healthy,0,3,No,Yes
4950,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
4951,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
4952,Cat,12,Tabby,Male,Golden,Yellow,Medium,Short,Not Sure,No,Healthy,0,1,Yes,Yes
4953,Cat,3,Domestic Short Hair,Female,Golden,Cream,Medium,Medium,No,No,Healthy,0,3,No,Yes
4954,Dog,4,Poodle,Male,Brown,No Color,Small,Medium,Yes,Not Sure,Healthy,200,4,Yes,Yes
4955,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes,Yes
4956,Dog,3,Mixed Breed,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,7,Yes,Yes
4957,Cat,2,Domestic Medium Hair,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,3,Yes,Yes
4958,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
4959,Dog,24,Mixed Breed,Male,Black,White,Medium,Short,No,No,Minor Injury,0,3,No,No
4960,Cat,3,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
4961,Dog,24,Shih Tzu,Male,Brown,Cream,Small,Long,Yes,No,Healthy,250,2,Yes,Yes
4962,Cat,3,Domestic Long Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,2,No,Yes
4963,Dog,3,Shar Pei,Male,Cream,White,Large,Short,No,Yes,Healthy,200,10,Yes,Yes
4964,Dog,15,Poodle,Male,White,No Color,Medium,Medium,Yes,Yes,Healthy,500,0,Yes,Yes
4965,Dog,1,Mixed Breed,Male,Black,Brown,Small,Short,No,Not Sure,Healthy,0,4,Yes,Yes
4966,Dog,1,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
4967,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
4968,Cat,1,Domestic Short Hair,Male,Gray,White,Medium,Short,Yes,No,Healthy,0,2,Yes,Yes
4969,Cat,1,Domestic Short Hair,Male,Brown,Gray,Medium,Short,No,No,Healthy,0,4,Yes,Yes
4970,Cat,3,Persian,Male,Gray,White,Large,Long,No,No,Healthy,150,6,Yes,Yes
4971,Cat,2,Domestic Short Hair,Male,Golden,Yellow,Small,Short,No,No,Healthy,0,3,No,Yes
4972,Dog,5,Mixed Breed,Female,Black,No Color,Medium,Short,No,Yes,Healthy,0,1,No,No
4973,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,5,Yes,Yes
4974,Cat,1,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
4975,Dog,12,Chow Chow,Male,Brown,Golden,Small,Long,Not Sure,Yes,Healthy,0,1,Yes,Yes
4976,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,11,Yes,Yes
4977,Dog,24,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,4,No,Yes
4978,Dog,2,Mixed Breed,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
4979,Dog,1,Mixed Breed,Female,Brown,No Color,Small,Short,No,No,Healthy,0,1,Yes,Yes
4980,Dog,54,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
4981,Dog,3,Mixed Breed,Male,Black,White,Small,Short,Yes,No,Healthy,50,1,Yes,Yes
4982,Dog,24,Golden Retriever,Male,Golden,No Color,Large,Long,Yes,Yes,Healthy,0,2,Yes,Yes
4983,Dog,15,Corgi,Male,Brown,White,Small,Short,Yes,No,Healthy,0,3,Yes,Yes
4984,Cat,1,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes,Yes
4985,Dog,36,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,5,No,Yes
4986,Dog,8,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,No,No
4987,Cat,2,Domestic Short Hair,Female,Golden,Yellow,Small,Short,No,No,Healthy,50,0,No,No
4988,Cat,1,Domestic Medium Hair,Female,Brown,Yellow,Small,Medium,No,No,Healthy,50,7,Yes,Yes
4989,Dog,24,Shih Tzu,Male,Black,Brown,Medium,Long,Yes,No,Healthy,250,1,Yes,Yes
4990,Dog,5,Schnauzer,Male,Gray,No Color,Small,Short,Yes,No,Healthy,0,2,Yes,Yes
4991,Dog,3,Labrador Retriever,Male,Golden,Cream,Medium,Short,Not Sure,Not Sure,Healthy,200,0,No,No
4992,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
4993,Dog,5,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
4994,Cat,12,Domestic Short Hair,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No,No
4995,Cat,1,Persian,Female,Golden,Gray,Medium,Long,Yes,No,Healthy,150,6,Yes,Yes
4996,Cat,5,Domestic Short Hair,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,Yes,Yes
4997,Dog,27,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,4,No,No
4998,Dog,2,Mixed Breed,Male,Black,White,Medium,Short,Not Sure,No,Healthy,0,2,Yes,Yes
4999,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
5000,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,Yes,Healthy,0,2,Yes,Yes
5001,Dog,24,Golden Retriever,Female,Yellow,No Color,Large,Medium,Not Sure,No,Healthy,400,1,Yes,Yes
5002,Dog,36,Shiba Inu,Male,Black,No Color,Medium,Medium,Yes,Yes,Healthy,250,5,Yes,Yes
5003,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes,Yes
5004,Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,50,2,Yes,Yes
5005,Cat,3,Domestic Medium Hair,Female,Gray,White,Small,Medium,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
5006,Cat,5,Domestic Short Hair,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Healthy,0,5,No,Yes
5007,Cat,2,British Shorthair,Female,Brown,Yellow,Medium,Short,No,No,Healthy,0,3,Yes,Yes
5008,Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,Yes,Healthy,0,5,No,No
5009,Dog,2,Cocker Spaniel,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,100,1,Yes,Yes
5010,Dog,36,Shih Tzu,Female,Brown,Cream,Small,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
5011,Dog,12,Terrier,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,No,Yes
5012,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
5013,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes,Yes
5014,Dog,1,Mixed Breed,Male,Black,Brown,Large,Medium,Yes,No,Healthy,0,3,Yes,Yes
5015,Cat,5,Domestic Medium Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
5016,Dog,0,German Shepherd Dog,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
5017,Dog,1,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,10,Yes,Yes
5018,Cat,3,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Minor Injury,0,8,Yes,Yes
5019,Dog,3,Golden Retriever,Male,Brown,Golden,Medium,Long,No,No,Healthy,0,6,Yes,Yes
5020,Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
5021,Cat,14,Persian,Male,Golden,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,No,Yes
5022,Dog,4,Doberman Pinscher,Female,Black,Cream,Medium,Short,Yes,Yes,Healthy,0,6,Yes,Yes
5023,Dog,2,German Shepherd Dog,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
5024,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,No,Yes
5025,Cat,2,Domestic Short Hair,Female,Black,Golden,Small,Short,No,No,Healthy,0,3,Yes,Yes
5026,Dog,11,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,8,No,Yes
5027,Dog,6,Rhodesian Ridgeback,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,6,Yes,No
5028,Cat,10,Domestic Short Hair,Female,Yellow,White,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
5029,Dog,12,English Cocker Spaniel,Female,Golden,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,0,Yes,Yes
5030,Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes,Yes
5031,Cat,18,Domestic Short Hair,Female,Black,Golden,Medium,Short,No,Yes,Healthy,0,2,No,No
5032,Dog,30,Husky,Male,Black,Gray,Large,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
5033,Dog,28,Siberian Husky,Male,Black,White,Large,Medium,Yes,Not Sure,Healthy,50,2,Yes,Yes
5034,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,2,Yes,No
5035,Cat,1,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,10,Yes,Yes
5036,Dog,122,Shih Tzu,Male,Brown,White,Small,Short,Yes,No,Healthy,0,2,No,No
5037,Cat,6,Domestic Short Hair,Male,Gray,No Color,Small,Short,Yes,Yes,Healthy,0,9,Yes,Yes
5038,Cat,2,Domestic Short Hair,Male,Brown,Golden,Small,Short,No,No,Healthy,0,5,Yes,Yes
5039,Dog,84,West Highland White Terrier Westie,Female,White,No Color,Small,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
5040,Dog,2,Mixed Breed,Female,Yellow,No Color,Medium,Medium,No,No,Healthy,0,0,Yes,Yes
5041,Dog,12,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,Not Sure,Minor Injury,0,3,No,No
5042,Dog,2,Labrador Retriever,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes,Yes
